"idDrink","strDrink","strDrinkAlternate","strDrinkES","strDrinkDE","strDrinkFR","strDrinkZH-HANS","strDrinkZH-HANT","strTags","strVideo","strCategory","strIBA","strAlcoholic","strGlass","strInstructions","strInstructionsES","strInstructionsDE","strInstructionsFR","strInstructionsZH-HANS","strInstructionsZH-HANT","strDrinkThumb","strIngredient1","strIngredient2","strIngredient3","strIngredient4","strIngredient5","strIngredient6","strIngredient7","strIngredient8","strIngredient9","strIngredient10","strIngredient11","strIngredient12","strIngredient13","strIngredient14","strIngredient15","strMeasure1","strMeasure2","strMeasure3","strMeasure4","strMeasure5","strMeasure6","strMeasure7","strMeasure8","strMeasure9","strMeasure10","strMeasure11","strMeasure12","strMeasure13","strMeasure14","strMeasure15","strCreativeCommonsConfirmed","dateModified"
"14538","Bumble Bee #1",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","This is a layered shot. First pour the Bailey's into the shot glass. Then take an upside down spoon and touch it to the inside wall of the glass. Carefully add the Kahlua. Repeat this process for the Sambuca. If done properly, the alcohol will stay separated and resemble a bumble bee. Enjoy!!!",NA,"Dies ist ein mehrschichtiges Getränk. Zuerst gießt man die Bailey's in das Schnapsglas. Nehmen Sie dann einen umgedrehten Löffel und berühren Sie ihn an der Innenwand des Glases. Füge das Kahlua vorsichtig hinzu. Wiederholen Sie diesen Vorgang für den Sambuca. Bei richtiger Anwendung bleibt der Alkohol getrennt und ähnelt einer Hummel. Genießt es!!!!!!",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg","Baileys irish cream","Kahlua","Sambuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3 oz ","1/3 oz ","1/3 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-04-28 18:59:38"
"16998","Bruised Heart",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",NA,"Alle Zutaten in einem Mixbecher über Eis gießen, umrühren und in ein Schnapsglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg","Vodka","Chambord raspberry liqueur","Peachtree schnapps","Cranberry juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz ","1/2 oz ","1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-08-24 09:43:29"
"17079","Baby Guinness",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head"".",NA,"Gießen Sie Kahlua und füllen Sie das Schnapsglas. Dann gießen Sie vorsichtig Baileys am Rand des Schnapsglases ein. Dies gibt dem ""Guinness"" seinen ""Sinn"".",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/rvyvxs1473482359.jpg","Kahlua","Baileys irish cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-10 05:39:19"
"17242","Bombay Cassis",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Balloon Glass","Add the Bombay Sapphire, Crème de Cassis and lime juice to a balloon glass and swirl well to mix.
Fill the glass with good quality cubed ice.
Top up with chilled and freshly opened Fever-Tree Ginger Beer.
Gently stir to combine, top with a gently squeezed lime wedge and finish with a fresh ginger slice.",NA,"Den Bombay Saphir, Creme de Cassis und Limettensaft in ein Ballonglas geben und gut verrühren. Füllen Sie das Glas mit Eiswürfel. Mit gekühltem und frisch geöffnetem Fever-Tree Ginger Bier auffüllen. Zum Mischen leicht umrühren, mit einem leicht ausgedrückten Limettenkeil belegen und mit einer frischen Ingwerscheibe abschließen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/h1e0e51510136907.jpg","Gin","Creme de Cassis","Fresh Lime Juice","Ginger beer","Lime","Ginger",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50 ml","20 ml","15 ml","75 ml","1","1 long strip",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-11-08 10:28:28"
"11118","Blue Margarita",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve.",NA,"Den Rand des Cocktailglases mit Limettensaft einreiben. Den Rand in grobes Salz tauchen. Tequila, blauen Curacao und Limettensaft mit Eis schütteln, in das mit Salz umhüllte Glas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/bry4qh1582751040.jpg","Tequila","Blue Curacao","Lime juice","Salt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 oz ","1 oz ","Coarse ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","2015-08-18 14:51:53"
"11128","Boston Sidecar",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/qzs5d11504365962.jpg","Light rum","Brandy","Triple sec","Lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 oz ","3/4 oz ","3/4 oz ","Juice of 1/2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 16:26:02"
"11157","Brandy Cobbler",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Old-fashioned glass","In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",NA,"In einem old-fashioned Glas den Zucker in der Soda auflösen. Füge Crushed Ice hinzu, bis das Glas fast voll ist. Füge den Brandy hinzu. Gut umrühren. Mit der Kirsche und den Orangen- und Zitronenscheiben garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/5xgu591582580586.jpg","Sugar","Club soda","Lemon","Brandy","Maraschino cherry","Orange",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 tsp superfine ","3 oz ","1 ","2 oz ","1 ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","2015-08-13 12:37:16"
"17268","Blue Hurricane",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Highball glass","If each part is 1/2 oz then use about 2.5 cups of ice.

Blend it all together. 
Drink it with a big straw if you have one.

",NA,"Wenn jedes Teil 1,5 cl. ist, dann verwenden Sie etwa 2,5 Tassen Eis. Alles zusammenmischen. Trink es mit einem großen Strohhalm, wenn du einen hast.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/nwx02s1515795822.jpg","Rum","Dark Rum","Passoa","Blue Curacao","Sweet and Sour","Ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 parts","2 parts","1 part","1 part","6 parts","cubes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2018-01-12 22:23:42"
"11064","Banana Daiquiri",NA,NA,NA,NA,NA,NA,"Fruity",NA,"Ordinary Drink",NA,"Alcoholic","Champagne flute","Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.",NA,"Alle Zutaten in den Shaker mit Eiswürfeln geben. Gut schütteln. In einem gekühlten Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/k1xatq1504389300.jpg","Light rum","Triple sec","Banana","Lime juice","Sugar","Cherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 tblsp ","1 ","1 1/2 oz ","1 tsp ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 22:55:01"
"16176","Bellini Martini",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink","Contemporary Classics","Alcoholic","Cocktail glass","Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel.",NA,"Füge Eiswürfel in den Shaker ein. Füge Wodka hinzu. Pfirsichschnaps dazugeben. Pfirsichnektar einfüllen. Schütteln. In ein Glas abseihen. Mit Zitronenspirale garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/3h9wv51504389379.jpg","Ice","Vodka","Peach nectar","Peach schnapps","Lemon peel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 cubes","3 oz ","1.5 oz ","1.5 oz ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 22:56:19"
"16403","Black and Brown",NA,NA,NA,NA,NA,NA,NA,NA,"Beer",NA,"Alcoholic","Beer pilsner","CAREFULLY to avoid explosive head formation: Pour Beer glass half full of favorite rootbeer and top off with Guinness.",NA,"Sorgfältig vorgehen, um eine explosive Kopfverformung zu vermeiden: Gießen Sie ein Bierglas halb voll mit beliebten Rootbeeren und verfeinern Sie es mit Guinness.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/wwuvxv1472668899.jpg","Guinness stout","Root beer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 ","1/2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-08-31 19:41:39"
"178320","Banana Cream Pi",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","","Serve over ice.",NA,NA,NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/m5p67n1582474609.jpg","Malibu Rum","Banana Liqueur","Pineapple Juice","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"1 oz","1 oz","Top","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA
"11016","Brandy Alexander",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.",NA,"Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Cocktailglas abseihen. Muskatnuss darüber streuen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/tvqxvr1483387746.jpg","Brandy","Creme de Cacao","Light cream","Nutmeg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz white ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-01-02 20:09:06"
"11084","Bermuda Highball",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",NA,"Gießen Sie Brandy, Gin und trockenen Wermut in ein Highball-Glas über Eiswürfel. Mit kohlensäurehaltigem Wasser auffüllen und umrühren. Die Zitrone hinzufügen und servieren. (Wasser kann durch Ginger Ale ersetzt werden, wenn gewünscht.)",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg","Brandy","Gin","Dry Vermouth","Carbonated water","Lemon peel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 oz ","3/4 oz ","3/4 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-02 16:08:48"
"17183","Bacardi Cocktail",NA,NA,NA,NA,NA,NA,"IBA,Classic",NA,"Ordinary Drink","Unforgettables","Alcoholic","Cocktail glass","Shake together with ice. Strain into glass and serve.",NA,"Mit Eis zusammen schütteln. In ein Glas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/n433t21504348259.jpg","Light rum","Lime juice","Sugar syrup","Grenadine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 3/4 oz Bacardi ","1 oz ","1/2 tsp ","1 dash ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 11:30:59"
"16295","Bleeding Surgeon",NA,NA,NA,NA,NA,NA,NA,NA,"Soft Drink / Soda",NA,"Alcoholic","Collins glass","Pour Shot of Rum over slice of orange. Fill the remaining space in glass half way full of surge or similar drink. Finish off glass with cranberry juice. Be carefull, warm surge may foam over the glass.",NA,"Gießen Sie einen Schuss Rum über eine Scheibe Orange. Füllen Sie den verbleibenden Raum in Glas. Das Glas mit Preiselbeersaft auffüllen. Seien Sie vorsichtig, denn ein warmer Stoß kann über das Glas schäumen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/usuvvr1472719118.jpg","Dark rum","Orange","Surge","Cranberry juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 shot ","1 slice ","1/2 glass ","1/2 glass ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 09:38:38"
"12654","Banana Milk Shake",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Non alcoholic","White wine glass","Blend very well, preferably in a household mixer. Serve in a wine glass, garnish with whipped cream and a piece of banana.",NA,"Sehr gut mischen, vorzugsweise in einem Haushaltsmixer. Im Weinglas servieren, mit Schlagsahne und einem Stück Banane garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/rtwwsx1472720307.jpg","Milk","Orange juice","Sugar syrup","Banana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 cl cold ","4 cl ","2 tsp ","1/2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 09:58:27"
"13068","Brave Bull Shooter",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Pour Tabasco into bottom of shot glass and fill with tequila.",NA,"Tabasco auf den Boden des Schnapsglases geben und mit Tequila füllen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/yrtypx1473344625.jpg","Tequila","Tabasco sauce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-08 15:23:45"
"17184","Between The Sheets",NA,NA,NA,NA,NA,NA,"IBA,Classic",NA,"Ordinary Drink","Unforgettables","Alcoholic","Cocktail glass","Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass.",NA,"Alle Zutaten in den Shaker mit Eiswürfeln geben, schütteln, in ein gekühltes Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/of1rj41504348346.jpg","Brandy","Light rum","Triple sec","Lemon juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz ","1 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 11:32:26"
"15951","Black Forest Shake",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Alcoholic","Collins Glass","In a blender put ice cubes, chocolate syrup, cherry brandy, vodka, and milk. Blend very well.",NA,"In einen Mixer Eiswürfel, Schokoladensirup, Kirschwasser, Wodka und Milch geben. Sehr gut mischen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xxtxsu1472720505.jpg","Ice","Chocolate syrup","Cherry brandy","Vodka","Milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cubes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 10:01:45"
"11121","Bobby Burns Cocktail",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.",NA,"Alle Zutaten (außer Zitronenschale) mit Eis verrühren und in ein Cocktailglas abseihen. Die Zitronenschale hinzufügen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/km6se51484411608.jpg","Sweet Vermouth","Scotch","Benedictine","Lemon peel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 1/2 oz ","1 1/4 tsp ","1 twist of ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-01-14 16:33:28"
"14510","Bailey's Dream Shake",NA,NA,NA,NA,NA,NA,NA,NA,"Soft Drink / Soda",NA,"Alcoholic","Collins glass","Blend ingredients for 30 seconds. Definitely refreshing for a hot summer's day !",NA,"Zutaten für 30 Sekunden mischen. Definitiv erfrischend für einen heißen Sommertag!",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/qxrvqw1472718959.jpg","Baileys irish cream","Vanilla ice-cream","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","2 scoops ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 09:35:59"
"12656","Banana Strawberry Shake",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Non alcoholic","Highball Glass","Blend all together in a blender until smooth.",NA,"Alles zusammen in einem Mixer mischen, bis es geschmeidig ist.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/vqquwx1472720634.jpg","Strawberries","Banana","Yoghurt","Milk","Honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 lb frozen ","1 frozen ","1 cup plain ","1 cup "," to taste
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 10:03:54"
"17221","Boozy Snickers Milkshake",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Alcoholic","Mason jar","Place the snickers bars in a plastic bag and roll over them with a rolling pin until crushed. Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender. Blend until shake is thick and frothy. Pour into glasses and top with chocolate liquor and whip cream.",NA,"Legen Sie die Snickers in einen Plastikbeutel und rollen Sie sie mit einem Nudelholz darüber, bis sie zerquetscht sind. Füge zerdrückte Snickers, Eis, Milch, Karamellsauce, Schokoladensauce und Schokoladenlikör in einen Mixer. Mischen, bis der Shake dick und schaumig ist. In Gläser füllen und mit Schokoladenlikör und Schlagsahne auffüllen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/861tzm1504784164.jpg","Vanilla Ice-Cream","Milk","Godiva liqueur","Whipped Cream","caramel sauce","chocolate sauce","Mini-snickers bars",NA,NA,NA,NA,NA,NA,NA,NA,"3 cups ","1 cup ","1/2 cup ","for topping","4 tablespoons
","4 tablespoons
","15
",NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-07 12:36:04"
"12708","Banana Cantaloupe Smoothie",NA,NA,NA,NA,NA,NA,NA,NA,"Other/Unknown",NA,"Non alcoholic","Highball Glass","Juice cantaloupe, pour juice into blender, add banana, and liquify.",NA,"Melone entsaften, Saft in den Mixer geben, Banane hinzufügen und aufschlagen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uqxqsy1468876703.jpg","Cantaloupe","Banana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juice of 1/2 ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-07-18 22:18:23"
"16447","Brandon and Will's Coke Float",NA,NA,NA,NA,NA,NA,NA,NA,"Soft Drink / Soda",NA,"Alcoholic","Beer mug","Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",NA,"Zwei große Kugeln Vanilleeis in den gefrosteten Bierkrug geben. Als nächstes füge 2 Unzen Maker's Mark hinzu. Dann gießen Sie Cola ein. Vorsichtig umrühren und genießen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xspxyr1472719185.jpg","Vanilla ice-cream","Coca-Cola","Bourbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 scoops ","1 can ","2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 09:39:45"
"12658","Banana Strawberry Shake Daiquiri-type",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Non alcoholic","Cocktail Glass","Blend all together in a blender until smooth.",NA,"Alles zusammen in einem Mixer mischen, bis es geschmeidig ist.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uvypss1472720581.jpg","Strawberries","Banana","Apple juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 lb frozen ","1 frozen ","2 cups fresh ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 10:03:01"
"17185","Casino",NA,NA,NA,NA,NA,NA,"IBA",NA,"Ordinary Drink","Unforgettables","Alcoholic","Cocktail glass","Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.",NA,"Alle Zutaten in den Shaker mit Eiswürfeln geben. Gut schütteln. In ein gekühltes Cocktailglas abseihen. Mit einer Zitronenscheibe und einer Maraschinokirsche garnieren. Ohne Strohhalm servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg","Gin","Maraschino liqueur","Lemon juice","Orange bitters","Cherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","1/4 tsp ","1/4 tsp ","2 dashes ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 11:36:19"
"11202","Caipirinha",NA,NA,NA,NA,NA,NA,"ContemporaryClassic,IBA",NA,"Ordinary Drink","Contemporary Classics","Alcoholic","Old-fashioned glass","Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.",NA,"Limette und Zucker in ein old-fashioned Glas geben und vermengen (die beiden Zutaten mit einem Mixer oder einem Holzlöffel vermengen). Füllen Sie das Glas mit Eis und geben Sie den Cacha dazu.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg","Sugar","Lime","Cachaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 tsp","1 ","2 1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","2016-07-21 09:42:01"
"11239","Cherry Rum",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg","Light rum","Cherry brandy","Light cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/4 oz ","1 1/2 tsp ","1 tblsp ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-06 16:47:04"
"11288","Cuba Libre",NA,NA,NA,NA,NA,NA,"IBA,ContemporaryClassic",NA,"Ordinary Drink","Contemporary Classics","Alcoholic","Highball glass","Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.",NA,"Geben Sie alle Zutaten in ein mit Eis gefülltes Collins-Glas. Mit Limettenkeil garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uuxsrr1473201663.jpg","Light rum","Lime","Coca-Cola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","Juice of 1/2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-06 23:41:03"
"13751","Cuba Libra",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!",NA,"Füllen Sie das hohe Glas mit Eiswürfeln. Füge Rum hinzu. Reiben Sie die Schnittkante der Limette auf den Glasrand und drücken Sie den Saft in das Glas. Mit Coca-Cola füllen. Mit Limettenscheibe garnieren. Viel Spaß!",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg","Dark rum","Lime","Coca-Cola","Ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-2 shot ","Squeeze ","Fill with ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 22:44:56"
"14181","Cafe Savoy",NA,NA,NA,NA,NA,NA,NA,NA,"Coffee / Tea",NA,"Alcoholic","Coffee mug","Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",NA,"Füllen Sie die Tasse fast bis zum Rand mit Kaffee, fügen Sie Milch, Triple Sec und Brandy hinzu. Rühren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg","Coffee","Milk","Triple sec","Brandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-03 03:35:11"
"14608","Cream Soda",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Highball glass","Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.",NA,"Geben Sie 3 cl. Spiced Rum in ein Highball-Glas mit Eis. Mit Ginger Ale füllen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg","Spiced rum","Ginger ale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-15 11:29:27"
"17830","Corn n Oil",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Old-fashioned glass","Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw.",NA,"Die halbe Limette wieder in zwei Hälften schneiden. Füge Limette, Falernum und Bitter in ein Rocks Glas. Mischen. Den Rum hinzufügen. (Gereifter Barbados-Rum wie z.B. Plantation 5 Year wird empfohlen). Eis hinzufügen und umrühren. Blackstrap Rum dazugeben. Mit einem Strohhalm servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/jfvyog1530108909.jpg","Lime","Falernum","Angostura Bitters","Añejo rum","blackstrap rum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2","1/3 oz","2 dashes","1 oz","1 oz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2018-06-27 15:15:09"
